token,buy_price,sell_price,return_percentage,rugged
Hc4cnTZ657SmZarYK25gs9izJLPhkAsw7mfSycArpump,3.1908523e-05,3.7012554e-05,15.99582343563819,False
ANmpmmhPFtZQMpEX4dqefN2ii7L4SHY3jsj9fYRepump,3.0676472e-05,4.1538436e-05,35.40812646252151,False
HqNQmP8vSMEXgaAVdYKfQUqup5uABMQWVJgGKtBSpump,3.5035733e-05,4.0785527e-05,16.41122793120955,False
GK1aPwE167qVpwSUon2YNnjA9TYWu99QoGwHrJFMpump,3.2161068e-05,5.3187747e-06,-83.46207066257874,True
FVRFet2C3cQpXnCwYXmthPh7W15wPP6JWGwQMfzwpump,3.0371957e-05,5.24949e-06,-82.7159968651345,True
4CyfqN4Tkgsx6CUn2pCWb1FdhAwPw1HhoqtpvXRgpump,3.0757709e-05,3.9697194e-05,29.06420956125177,False
D2uJ4mCu7aUXWjL9gbVj2qCq4GNv6sVqGXCM3dVvpump,3.2218226e-05,3.6220784e-05,12.423272466957055,False
5pKxGsTLyHHCRWL7Uc6cSzyjBBuY2k4j6Jjab3PEpump,3.2088802e-05,4.1139494e-05,28.205141469600502,False
2caUNJRuegzbsMXocGf1u3fGZ4L9eMp3tmoHQ4wxpump,3.1772786e-05,5.3965226e-06,-83.01526784588548,True
3founuknpsp6upi2eTjvbrCcTQe2fsGUvwhPBPCMpump,3.0432759e-05,5.355998e-06,-82.40055066975688,True
9xLMkfM1sbQGRarCiNVSS2vPPiRDRP3c3JuSrySHpump,3.0763504e-05,4.0553639e-05,31.82386180715953,False
12NcQzJv8tJUwoRJCWTsMHeS4B5JWZnTga2jRxNJpump,2.9379117e-05,5.2159648e-06,-82.24601236313535,True
2tephQaYw4xDfpbe3DRqwJGUpESnzqRTJcXEn33Spump,3.1797036e-05,5.5735004e-06,-82.47163540652028,True
8oNseimbj83cpyRtYBsKaHb5CAZCTpkF3J5oHzxFpump,3.0858532e-05,3.8750561e-05,25.57486856471333,False
BDCk7vFXtEpdXFPQo7xQHawJq8RAtRpPPca6FsQypump,3.2219923e-05,4.1168375e-05,27.773039681069378,False
BTNRrAoHwhPQkt4UL4vY2Dco4NT29gUZpueJQbKRpump,3.2542257e-05,4.1662814e-05,28.02681141630713,False
6dwiZhfjbSJZFyfzu86GVGJL4aSUhpWWiHp74tmppump,3.1570277e-05,4.5352487e-05,43.65565116834419,False
F7unWUKUnZCLza3EyYjPz3Gi59onzmjx9bVxTh6gpump,2.950244e-05,3.6756855e-05,24.589203469272363,False
65WSHQaJtjSLaEA8BThFdBwkHE3CEqrHiYai3gECpump,3.1779321e-05,3.6984455e-05,16.378996895496922,False
GbbSJAoTy1uABeu2L2DnD2eL8LxCRXHGXAC4sE2ipump,3.3710632e-05,5.9206085e-06,-82.43696973702541,True
wZ7TNb6JuCxrtHRgVN2mYwyswCHLT8e24ff9JE7pump,3.1804002e-05,1.1591654e-05,-63.55284470174539,False
BYdxCrS6ZzNg2HUvVicgvGe65HKLabffCU4CnsbSpump,2.8934172e-05,5.181009e-06,-82.09380589843732,True
GLqiMVXEdi77NM3AjNToKjuXBssx3WTG6uFjYBEtpump,3.2310127e-05,4.1503242e-05,28.452735577300576,False
CBmqwjiF7FdPpcWt3UZUo92TJpHtCuErahz6JQv9pump,3.0877495e-05,3.4868272e-05,12.92454909311784,False
VRpiCXYvtMUz8qKy11RiDfSUPkhsnRFeD3QK3ZZpump,3.123088e-05,4.0803036e-05,30.64965188300811,False
AkzvcbeXkx1Rif9WQNY8os6iAn4Kxy9EvmCbZJrupump,3.0601026e-05,4.0641057e-05,32.8094587416775,False
8o7APvgYELP5bgepqoUN2x8HXcZvUocJo1fihp9kpump,3.1826914e-05,4.0524627e-05,27.32816948573778,False
GEnfuhrMbA5695cFwz69Khqe8kKtgrao7xoDqukspump,2.9704674e-05,4.2946923e-05,44.57968129864009,False
ANwFcUpMwGMsPMdRPS9h5WuwaLhVTcjsVXvQhjExpump,3.2723043e-05,5.5452327e-06,-83.05404329297859,True
BfTeQGEerzDPrwqe2DT2TzcRjWGKw15c3qfLBRH1pump,3.1188439e-05,3.7538816e-05,20.361317217575383,False
FhW6B7hRbLpn3MuotK8QqX4CMWDjZud7pnF5ep32pump,3.0551785e-05,5.219706e-06,-82.91521755602822,True
46XxZU87UkG8WMhenz15i1TYWv31yANaVA4WooaWpump,2.984979e-05,3.8528676e-05,29.075199524016742,False
GBputEGTNVX3k6k8MgyB69TFUXutFhgnJQjZuQTApump,3.1372681e-05,4.0542629e-05,29.229086286887622,False
CP86TuZJicBUwHUndQTG4avtE5zxbqAYfTDoAEhqpump,3.2118782e-05,4.6366341e-05,44.35896417242722,False
CyKkuFn4oopE2Xz3sz9PvJb1W5eHqu312cvMaSyfpump,3.1077261e-05,3.9603277e-05,27.434901679398312,False
7B6AbGAAqD3KBuwaL5R9HdZWacu6Cd4AyDvSk4Vepump,3.480385e-05,4.4304559e-05,27.297867908291757,False
2RDjeSE3HzgELqqU67fLbXc79JyCowKdB5ywcKNEpump,3.1735408e-05,5.5972855e-06,-82.36264837055191,True
8qAYktAKgkYYaifKXiE4HbAR1izrJQqaPkyELXgjpump,3.4082757e-05,4.7210921e-05,38.518491916601704,False
D2aSYGMUaSziLGEyXsHwWXiWb9yJd4HAKdALCUiJpump,3.5266907e-05,4.0151559e-05,13.85052565000951,False
9R3Fn3SdUTMwJLcDxC8CtSL8dG8vei1TQYhZRXyFpump,3.191886e-05,5.8844716e-06,-81.56428017792616,True
FYg5aDf2ito4Uso3PMdgRKgDF9Tbsc8AZXmxwiRppump,3.2974633e-05,5.5049226e-06,-83.30558341619754,True
CLBo8nG6PrFes6Bqef8Yqg31izbgxF5vcCJat8Qmpump,3.169479e-05,4.0540337e-05,27.908520611747246,False
9TZ7Bfk4oyuUeTex7LpsFF3BXjMEVhV1hS7jpwFqpump,3.0910838e-05,4.5858746e-05,48.35814545047275,False
4rtMS94FqTD7hrfNw8QYjVQ9XCbW1Q4P5VkWbWG3pump,3.1258945e-05,4.0643926e-05,30.023345317636256,False
2UvSw2zgJczaFfcPTVfKxzdQebSN3pAbU2LLQJvUpump,3.0005641e-05,3.4928148e-05,16.405271928701666,False
9hNUyHMHgJgbVev8PiiMPe61kaKHVc3Kh4w6FBmKpump,2.9810781e-05,5.3033083e-06,-82.2100994267812,True
76Jm5UjpbZ2YRX9pUgXSFn2MK4REqbVc1wsMzJMQpump,3.4052147e-05,6.0434294e-06,-82.25242772504183,True
GCzRM62np4yvj4hzEA3S5hPvMvUZxwgCAry4n26tpump,3.1388361e-05,4.0397099e-05,28.70088693066834,False
6Gg2K4zKF9TCykjDZiJ8Rp9QnHQh9h7hocyEuTsnpump,3.0178251e-05,4.0151578e-05,33.048061665336384,False
8tdfY8Q3Q7mTPXgwukMnqAjhGgqJb6er2iufJUJmpump,2.9471159e-05,5.0957001e-06,-82.70953612648894,True
8iLzuWH9QZZ8pgp4VDmAhcBer4uhQazzxKhn1tdspump,3.1675323e-05,3.8000126e-05,19.967603803124593,False
2a889nbhSHHbcrw7BN8RH8Ky4oPAbKZTEn5rftRjpump,3.053284e-05,4.0310553e-05,32.023594922712704,False
CshUJ9DgzDBhq5oHN2AaVi5AtEw78UcCcv4kuzRxpump,3.3345451e-05,5.5464234e-06,-83.36677647574777,True
2RsUexeBrAXSdKAGmCjhLXzcUuh8aqVUGgNB7cTapump,3.2119972e-05,4.2682188e-05,32.88364012272489,False
C3Kt6eaEM9GHmT8BxnzmAVRQHJZZE9jXfXXvCj2Kpump,3.1032935e-05,3.7106761e-05,19.572193219880752,False
XeFbtsHdTa5FMkcrtfHBTMvDRLhc5HrooEmHUHCpump,2.9158525e-05,5.1511659e-06,-82.33392841373148,True
2GAL5bWWe18LBMmvDX99ABTRQ6YoUJZhBVnr6usqpump,3.0352264e-05,2.9843469e-05,-1.6762999952820674,False
JBVqfLgLn5od2hSHzYMQJvkp6FceP8CJymuazBFrpump,3.4494875e-05,4.2380785e-05,22.861106178816417,False
2yw2v5qRNvBbwkNXP16ftYvET1ev8fpRXgHYxFGGpump,2.9577135e-05,4.7235301e-05,59.702084059189644,False
FBrXLeMDqZX1RaAEAPUT6pi9RynW3CdjzuzDw2D1pump,3.0629447e-05,3.8933447e-05,27.111165278302284,False
FcnSXpCgyzURJo8jTFd9muPXxeDqQV62Eg5NTyBPpump,3.2060336e-05,4.2007379e-05,31.02600983345902,False
AuUg4iiPfLWcnFQ9gHmhRKk3TJx54CMjFbq47XjEpump,3.1135267e-05,5.3764608e-06,-82.73192646782184,True
71SwUKzWZbqbS4ieAL4LEA9VYnHVuhByCfuUhY5Tpump,3.2755668e-05,5.845184e-06,-82.1551983003369,True
uxEQa1VWU4zGYtYMeZjjRtKwUidfHwBcxbrWxgopump,3.2165801e-05,4.0855423e-05,27.01509593993944,False
9iwBhEVhggEfCHJgrhs7Kkd2cy2m5Vg6hcy5Yi54pump,3.0254564e-05,3.8141556e-05,26.068767674192888,False
8ghuiswkmdieYJ39JTdarpBCffS4AWrH3z34hvKqpump,3.1398178e-05,3.9485373e-05,25.75689264517196,False
ARwT5oVBqa4EkVFyF2YgYh5nL3SJqbzxfcGqrgc9pump,3.2281504e-05,5.497388e-06,-82.97047126428807,True
9EU3zbCdMAuTAuLhuMAzidfhbERJQENrJMJqrN1Mpump,3.2417421e-05,4.2242249e-05,30.307247451917895,False
